"filename", "language", "Markdown", "YAML", "JavaScript", "JSON", "TypeScript JSX", "TypeScript", "PostCSS", "JSON with Comments", "HTML", "Ignore", "comment", "blank", "total"
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/.github/workflows/ci-backend.yml", "YAML", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 44
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/.github/workflows/ci-frontend.yml", "YAML", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 52
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/README.md", "Markdown", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 63
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/README.md", "Markdown", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 93
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/package-lock.json", "JSON", 0, 0, 0, 4646, 0, 0, 0, 0, 0, 0, 0, 1, 4647
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/package.json", "JSON", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/app.js", "JavaScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 36, 10, 71
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/config/firebase.js", "JavaScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 14, 7, 61
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/config/swagger.js", "JavaScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 1, 3, 32
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/controllers/authController.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/controllers/formController.js", "JavaScript", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 9, 87
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/controllers/formVersionController.js", "JavaScript", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 9, 90
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/controllers/submissionController.js", "JavaScript", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 8, 80
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/controllers/userController.js", "JavaScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 4, 33
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/controllers/workflowController.js", "JavaScript", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 8, 67
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/db/db.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/middleware/auth.js", "JavaScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 12, 9, 50
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/middleware/errorHandler.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 14, 4, 36
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/models/Form.js", "JavaScript", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 3, 15, 109
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/models/FormVersion.js", "JavaScript", 0, 0, 444, 0, 0, 0, 0, 0, 0, 0, 31, 105, 580
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/models/Submission.js", "JavaScript", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 5, 21, 110
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/models/User.js", "JavaScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 10, 51
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/routes/authRoutes.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 35, 4, 44
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/routes/formRoutes.js", "JavaScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 249, 10, 293
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/routes/formVersionRoutes.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 196, 6, 225
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/routes/submissionRoutes.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 130, 5, 153
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/routes/userRoutes.js", "JavaScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 61, 4, 73
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/routes/workflowRoutes.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 53, 4, 67
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/server.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/services/authService.js", "JavaScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 8, 52
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/services/formService.js", "JavaScript", 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 0, 40, 274
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/services/formVersionService.js", "JavaScript", 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 45, 240
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/services/logicEngine.js", "JavaScript", 0, 0, 219, 0, 0, 0, 0, 0, 0, 0, 6, 27, 252
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/services/logicEngine/conditionTree.js", "JavaScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 7, 52
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/services/logicEngine/formulaParser.js", "JavaScript", 0, 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 24, 252
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/services/logicEngine/helpers.js", "JavaScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/services/logicEngine/normalizer.js", "JavaScript", 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 26, 172
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/services/submissionService.js", "JavaScript", 0, 0, 353, 0, 0, 0, 0, 0, 0, 0, 0, 67, 420
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/services/userService.js", "JavaScript", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 12, 62
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/services/workflowEngine.js", "JavaScript", 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 65, 26, 208
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/services/workflowService.js", "JavaScript", 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 33, 180
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/utils/conditionEvaluator.js", "JavaScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 34, 17, 100
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/utils/formPermissions.js", "JavaScript", 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 45, 271
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/backend/src/utils/validators.js", "JavaScript", 0, 0, 261, 0, 0, 0, 0, 0, 0, 0, 17, 9, 287
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/docs/Logic Panel & Page.md", "Markdown", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/docs/form-properties-test-quickcheck.md", "Markdown", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/docs/logic-system-test-quickcheck.md", "Markdown", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 71
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/.prettierignore", "Ignore", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/.prettierrc", "JSON", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/COMPONENT_ADD_GUIDE.md", "Markdown", 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 188
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/README.md", "Markdown", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 86
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/SCHEMA.json", "JSON", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 1, 23
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/components.json", "JSON", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/eslint.config.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 3, 30
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/package-lock.json", "JSON", 0, 0, 0, 13611, 0, 0, 0, 0, 0, 0, 0, 1, 13612
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/package.json", "JSON", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 1, 71
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/App.tsx", "TypeScript JSX", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/RichTextEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 413, 0, 0, 0, 0, 0, 121, 37, 571
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/layout/ProtectedLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 1, 5, 27
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/theme-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 1, 46, 231
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/alert-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 15, 198
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 6, 50
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/button.tsx", "TypeScript JSX", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 1, 6, 69
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/card.tsx", "TypeScript JSX", 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 10, 104
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 4, 32
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/context-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 244, 0, 0, 0, 0, 0, 0, 18, 262
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 0, 13, 167
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 250, 0, 0, 0, 0, 0, 0, 18, 268
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/field.tsx", "TypeScript JSX", 0, 0, 0, 0, 217, 0, 0, 0, 0, 0, 0, 20, 237
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/input.tsx", "TypeScript JSX", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/label.tsx", "TypeScript JSX", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/popover.tsx", "TypeScript JSX", 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 10, 88
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/radio-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 5, 43
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/select.tsx", "TypeScript JSX", 0, 0, 0, 0, 178, 0, 0, 0, 0, 0, 0, 13, 191
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 4, 27
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/slider.tsx", "TypeScript JSX", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 5, 58
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/sonner.tsx", "TypeScript JSX", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 4, 48
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 8, 89
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 4, 19
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/components/ui/tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 7, 56
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/config/routes.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/contexts/AuthContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 2, 9, 64
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/ComponentRender.Helper.tsx", "TypeScript JSX", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 1, 5, 36
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/PlaceholderRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 7, 6, 52
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/allComponents.ts", "TypeScript", 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 69, 43, 401
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/base.ts", "TypeScript", 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 85, 32, 284
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/layout/Columns.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/layout/ComponentStack.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/layout/Heading.tsx", "TypeScript JSX", 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 3, 9, 91
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/layout/LineDivider.tsx", "TypeScript JSX", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 2, 8, 93
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/layout/Spacer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/layout/TextBox.tsx", "TypeScript JSX", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 2, 9, 80
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/numeric-input/Decimal.tsx", "TypeScript JSX", 0, 0, 0, 0, 215, 0, 0, 0, 0, 0, 1, 19, 235
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/numeric-input/Number.tsx", "TypeScript JSX", 0, 0, 0, 0, 194, 0, 0, 0, 0, 0, 1, 15, 210
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/selection/Checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 354, 0, 0, 0, 0, 0, 8, 32, 394
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/selection/Dropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 278, 0, 0, 0, 0, 0, 3, 25, 306
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/selection/Radio.tsx", "TypeScript JSX", 0, 0, 0, 0, 295, 0, 0, 0, 0, 0, 13, 24, 332
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/text-input/MultiLineText.tsx", "TypeScript JSX", 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 14, 12, 180
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/text-input/SingleLineText.tsx", "TypeScript JSX", 0, 0, 0, 0, 209, 0, 0, 0, 0, 0, 2, 14, 225
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/wip/AddressBlock.tsx", "TypeScript JSX", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 4, 23, 314
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/wip/Captcha.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/wip/ColorPicker.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/wip/Date.tsx", "TypeScript JSX", 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 18, 19, 212
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/wip/Email.tsx", "TypeScript JSX", 0, 0, 0, 0, 195, 0, 0, 0, 0, 0, 2, 13, 210
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/wip/FileUpload.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/wip/ImageUpload.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/wip/LinearScale.tsx", "TypeScript JSX", 0, 0, 0, 0, 276, 0, 0, 0, 0, 0, 1, 19, 296
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/wip/Location.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/wip/MatrixTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/sathvik/wayne/fox/No-Code-Form-Builder-And-Workflow/frontend/src/form/components/comps/wip/MultiChoiceGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
